analysis,target,module,subcategory,feature_col,Code,included_in_target,removed_from_predictors,overlap_categories,exclusion_reason
cde_module,Replication,Replication,,2300,CJM,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2301,CJN,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2302,CJO,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2304,CJQ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2306,CJS,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2307,CJT,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2308,CJU,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2309,CJV,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2310,CJW,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2311,CJX,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2312,CJY,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2317,CKD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2318,CKE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2319,CKF,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2328,CKO,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2329,CKP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2331,CKR,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2332,CKS,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2347,CLH,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2349,CLJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2353,CLN,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2354,CLO,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2356,CLQ,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2357,CLR,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2358,CLS,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2359,CLT,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2360,CLU,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2363,CLX,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2365,CLZ,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2367,CMB,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2369,CMD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2370,CME,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2371,CMF,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2373,CMH,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2374,CMI,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2376,CMK,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2377,CML,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2379,CMN,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2380,CMO,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2381,CMP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2383,CMR,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2384,CMS,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2388,CMW,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2389,CMX,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2390,CMY,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2391,CMZ,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2392,CNA,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2393,CNB,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2396,CNE,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2397,CNF,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2401,CNJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2402,CNK,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2403,CNL,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2404,CNM,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2407,CNP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2408,CNQ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2409,CNR,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2410,CNS,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2411,CNT,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2412,CNU,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2413,CNV,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2414,CNW,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2415,CNX,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2416,CNY,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2417,CNZ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2418,COA,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2419,COB,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2420,COC,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2421,COD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2422,COE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2424,COG,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,2425,COH,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2427,COJ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,2428,COK,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2429,COL,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,2430,COM,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,2431,CON,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,2433,COP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2445,CPB,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2446,CPC,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2447,CPD,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2448,CPE,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2449,CPF,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2450,CPG,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2451,CPH,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2452,CPI,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2453,CPJ,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2454,CPK,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2455,CPL,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2456,CPM,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2457,CPN,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2458,CPO,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,2459,CPP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2460,CPQ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2461,CPR,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2555,CTH,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,2588,CUO,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,6373,IKD,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,6375,IKF,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,6376,IKG,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,7454,JZS,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,7497,KBJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,9256,MRA,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,9267,MRL,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,9285,MSD,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,9286,MSE,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,9941,NRJ,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,10182,OAQ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,10210,OBS,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,10294,OEY,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,10505,ONB,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,10506,ONC,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,10507,OND,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,10943,PDX,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11378,PUQ,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,11379,PUR,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,11386,PUY,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,11387,PUZ,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,11390,PVC,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,11513,PZV,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,11725,QHZ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11779,QKB,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11780,QKC,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11807,QLD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11812,QLI,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11818,QLO,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,11826,QLW,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11827,QLX,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11828,QLY,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11829,QLZ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11830,QMA,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11831,QMB,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11832,QMC,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11833,QMD,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11834,QME,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11835,QMF,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11836,QMG,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11837,QMH,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11838,QMI,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11839,QMJ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11840,QMK,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11841,QML,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11842,QMM,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11843,QMN,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11844,QMO,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11845,QMP,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11846,QMQ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11847,QMR,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11849,QMT,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,11917,QPJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,12129,QXN,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,12183,QZP,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,12192,QZY,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,12253,RCH,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,12297,RDZ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,12792,RXA,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13177,SLV,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,13307,SQV,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13308,SQW,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13338,SSA,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13340,SSC,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13341,SSD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13342,SSE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13343,SSF,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13367,STD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,13368,STE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,14122,TWE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,14564,UNE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,15639,WCN,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,15650,WCY,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,15812,WJE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,15832,WJY,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,16025,WRJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,16428,XGW,True,True,"[""Replication"",""Replication | Machinery / Elongation""]",target code excluded from predictors
cde_module,Replication,Replication,,16817,XVV,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,16820,XVY,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16821,XVZ,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16822,XWA,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16823,XWB,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16824,XWC,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16825,XWD,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16826,XWE,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16827,XWF,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,16828,XWG,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,17465,YUT,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,17466,YUU,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,18140,ZUS,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,18156,ZVI,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,18157,ZVJ,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,18705,AAQL,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,18887,AAXL,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,20038,ACPS,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,20509,ADHV,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,20578,ADKM,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,20946,ADYQ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,20984,AEAC,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,20985,AEAD,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,20986,AEAE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,21245,AEKD,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,22412,AGDA,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,22494,AGGE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,22513,AGGX,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,22586,AGJS,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,22599,AGKF,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,22787,AGRL,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,22788,AGRM,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,22789,AGRN,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,22790,AGRO,True,True,"[""Replication"",""Replication | Maintenance / Partition""]",target code excluded from predictors
cde_module,Replication,Replication,,23066,AHCE,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,23160,AHFU,True,True,"[""Replication"",""Replication | DNA repair & recombination""]",target code excluded from predictors
cde_module,Replication,Replication,,23165,AHFZ,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,23166,AHGA,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,23168,AHGC,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,23240,AHIW,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
cde_module,Replication,Replication,,23241,AHIX,True,True,"[""Replication"",""Replication | Replication Initiator""]",target code excluded from predictors
