"target","task","run","seed","Code","Product","normalized_gain_pct"
"tRNA-Asn","classification","3","44","AEXB","metallophosphoesterase","1.4854774081685573"
"tRNA-Asn","classification","3","44","CGF","DEAD/DEAH box helicase","1.306771204414938"
"tRNA-Asn","classification","3","44","JUO","HNH endonuclease","0.9352347408036803"
"tRNA-Asn","regression_type_positive_only","1","42","IEH","DUF808 domain-containing protein","15.099047603705143"
"tRNA-Asn","regression_type_positive_only","1","42","AAIA","exodeoxyribonuclease I","10.559136165222155"
"tRNA-Asn","regression_type_positive_only","1","42","AFQI","multifunctional CCA addition/repair protein","8.514689837815999"
"tRNA-Asn","regression_type_positive_only","1","42","TJH","YecH family metal-binding protein","6.469812964195838"
"tRNA-Asn","regression_type_positive_only","1","42","COA","DNA repair protein RadA","3.3372801208736402"
"tRNA-Asn","regression_type_positive_only","1","42","JBJ","Fe-S cluster assembly scaffold IscU","3.1271754213290692"
"tRNA-Asn","regression_type_positive_only","1","42","AJI","ADP-ribosylglycohydrolase family protein","2.815948364685471"
"tRNA-Asn","regression_type_positive_only","1","42","ADNB","integration host factor subunit alpha","1.6299233652438399"
"tRNA-Asn","regression_type_positive_only","1","42","AGCR","non-heme ferritin","1.1005226907248076"
"tRNA-Asn","regression_type_positive_only","1","42","ANYB","trehalose-phosphatase","1.0111298086968812"
"tRNA-Asn","regression_type_positive_only","2","43","HVK","DUF72 domain-containing protein","19.986963011942855"
"tRNA-Asn","regression_type_positive_only","2","43","AAIA","exodeoxyribonuclease I","14.240194391648469"
"tRNA-Asn","regression_type_positive_only","2","43","AQGP","5S ribosomal RNA","6.684437912345527"
"tRNA-Asn","regression_type_positive_only","2","43","ANMR","transcription-repair coupling factor","5.70665363008585"
"tRNA-Asn","regression_type_positive_only","2","43","JBJ","Fe-S cluster assembly scaffold IscU","5.413432977298126"
"tRNA-Asn","regression_type_positive_only","2","43","AJI","ADP-ribosylglycohydrolase family protein","3.1370206049733373"
"tRNA-Asn","regression_type_positive_only","2","43","SIU","TonB-dependent receptor plug domain-containing protein","3.06831148777362"
"tRNA-Asn","regression_type_positive_only","2","43","UND","adenylate kinase","2.7681278777205485"
"tRNA-Asn","regression_type_positive_only","2","43","ACFP","glycoside hydrolase family 43 protein","1.984528789235755"
"tRNA-Asn","regression_type_positive_only","2","43","APVM","uridine kinase","1.9121595653752277"
"tRNA-Asn","regression_type_positive_only","3","44","AAIA","exodeoxyribonuclease I","14.325268469361493"
"tRNA-Asn","regression_type_positive_only","3","44","JBJ","Fe-S cluster assembly scaffold IscU","13.6852707495709"
"tRNA-Asn","regression_type_positive_only","3","44","IEH","DUF808 domain-containing protein","11.922405700414771"
"tRNA-Asn","regression_type_positive_only","3","44","AFQI","multifunctional CCA addition/repair protein","6.384965360134814"
"tRNA-Asn","regression_type_positive_only","3","44","AHMA","phosphatase PAP2 family protein","2.929889344663729"
"tRNA-Asn","regression_type_positive_only","3","44","SIU","TonB-dependent receptor plug domain-containing protein","2.3998511728355787"
"tRNA-Asn","regression_type_positive_only","3","44","ABXU","glutathione peroxidase","2.223502910200601"
"tRNA-Asn","regression_type_positive_only","3","44","JWC","HTH-type transcriptional regulator Cbl","2.0285555097107664"
"tRNA-Asn","regression_type_positive_only","3","44","COA","DNA repair protein RadA","1.9393895960480085"
"tRNA-Asn","regression_type_positive_only","3","44","ADNB","integration host factor subunit alpha","1.9097927334405331"
"tRNA-Asp","classification","1","42","AQGP","5S ribosomal RNA","37.501048543861295"
"tRNA-Asp","classification","1","42","AOB","ATP-binding protein","16.44248189257009"
"tRNA-Asp","classification","1","42","JUO","HNH endonuclease","7.249981996651591"
"tRNA-Asp","classification","1","42","PLC","PD-(D/E)XK nuclease family protein","4.737014152196972"
"tRNA-Asp","classification","1","42","LWV","IS6-like element IS26 family transposase","2.6079902410807168"
"tRNA-Asp","classification","1","42","SDL","TerD family protein","2.6047151899235454"
"tRNA-Asp","classification","1","42","QIB","RNA-guided endonuclease InsQ/TnpB family protein","2.515359578332743"
"tRNA-Asp","classification","1","42","CJK","DNA gyrase subunit A","2.2584938227964466"
"tRNA-Asp","classification","1","42","ANDS","thioesterase family protein","2.022831699749638"
"tRNA-Asp","classification","1","42","FFV","DUF3961 domain-containing protein","1.5605676921074463"
"tRNA-Asp","classification","2","43","AQGP","5S ribosomal RNA","37.068848679430474"
"tRNA-Asp","classification","2","43","JTC","HD domain-containing protein","16.80400161405477"
"tRNA-Asp","classification","2","43","JUO","HNH endonuclease","7.353613940749945"
"tRNA-Asp","classification","2","43","NRB","MBL fold metallo-hydrolase","5.178383985311059"
"tRNA-Asp","classification","2","43","ACQM","helix-turn-helix domain-containing protein","3.682486274581881"
"tRNA-Asp","classification","2","43","VHK","anaerobic ribonucleoside-triphosphate reductase","2.0887565205282232"
"tRNA-Asp","classification","2","43","SEG","Tfp pilus assembly protein FimT/FimU","1.7166130577239467"
"tRNA-Asp","classification","2","43","RMM","SprT family protein","1.5232266892872228"
"tRNA-Asp","classification","2","43","QOH","RluA family pseudouridine synthase","1.5036691098582575"
"tRNA-Asp","classification","2","43","ANHD","thymidine kinase","1.3481515171886345"
"tRNA-Asp","classification","3","44","AQGP","5S ribosomal RNA","36.77212960429344"
"tRNA-Asp","classification","3","44","JUO","HNH endonuclease","16.912208048427903"
"tRNA-Asp","classification","3","44","ANHD","thymidine kinase","8.051990453142212"
"tRNA-Asp","classification","3","44","ACQM","helix-turn-helix domain-containing protein","3.5864476246207735"
"tRNA-Asp","classification","3","44","YQF","conjugative transfer protein MobI(A/C)","2.7954545693803885"
"tRNA-Asp","classification","3","44","ACXO","histidinol dehydrogenase","2.490418984028677"
"tRNA-Asp","classification","3","44","AOUR","type II toxin-antitoxin system PemK/MazF family toxin","2.474545955012504"
"tRNA-Asp","classification","3","44","APHX","type IV conjugative transfer system pilin TraA","2.1385234669016873"
"tRNA-Asp","classification","3","44","CS","16S rRNA (cytidine(1402)-2'-O)-methyltransferase","1.809166436842189"
"tRNA-Asp","classification","3","44","QOH","RluA family pseudouridine synthase","1.5076514100552172"
"tRNA-Asp","regression_type_positive_only","1","42","AMSA","tRNA pseudouridine(38-40) synthase TruA","10.071297309318142"
"tRNA-Asp","regression_type_positive_only","1","42","UND","adenylate kinase","8.141444905413453"
"tRNA-Asp","regression_type_positive_only","1","42","DAF","DUF1289 domain-containing protein","6.718793852104144"
"tRNA-Asp","regression_type_positive_only","1","42","PSZ","PTS sugar transporter subunit IIA","4.899792876767157"
"tRNA-Asp","regression_type_positive_only","1","42","BBU","Bax inhibitor-1/YccA family protein","3.461586890320716"
"tRNA-Asp","regression_type_positive_only","1","42","ACML","guanylate kinase","2.904409834304804"
"tRNA-Asp","regression_type_positive_only","1","42","RU","3-phosphoserine/phosphohydroxythreonine transaminase","2.822200905222658"
"tRNA-Asp","regression_type_positive_only","1","42","AMR","ASCH domain-containing protein","2.460146984807382"
"tRNA-Asp","regression_type_positive_only","1","42","AMJO","sugar-binding transcriptional regulator","2.321688425158391"
"tRNA-Asp","regression_type_positive_only","1","42","AQGP","5S ribosomal RNA","2.2153107420136418"
"tRNA-Asp","regression_type_positive_only","2","43","UND","adenylate kinase","17.1662926028341"
"tRNA-Asp","regression_type_positive_only","2","43","BBU","Bax inhibitor-1/YccA family protein","7.733163557756759"
"tRNA-Asp","regression_type_positive_only","2","43","CLX","DNA polymerase III subunit epsilon","5.892941287507799"
"tRNA-Asp","regression_type_positive_only","2","43","COA","DNA repair protein RadA","4.799703704478743"
"tRNA-Asp","regression_type_positive_only","2","43","PSZ","PTS sugar transporter subunit IIA","4.103888512286002"
"tRNA-Asp","regression_type_positive_only","2","43","AMSA","tRNA pseudouridine(38-40) synthase TruA","3.7038050432476743"
"tRNA-Asp","regression_type_positive_only","2","43","ZDG","cytochrome b","2.7353972412039886"
"tRNA-Asp","regression_type_positive_only","2","43","XEO","carbon storage regulator CsrA","2.2316619425262663"
"tRNA-Asp","regression_type_positive_only","2","43","AQGP","5S ribosomal RNA","1.7745643046242519"
"tRNA-Asp","regression_type_positive_only","2","43","YCO","class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI","1.7308652148180315"
"tRNA-Asp","regression_type_positive_only","3","44","COA","DNA repair protein RadA","20.13785942381284"
"tRNA-Asp","regression_type_positive_only","3","44","PSZ","PTS sugar transporter subunit IIA","9.010775766308184"
"tRNA-Asp","regression_type_positive_only","3","44","CLX","DNA polymerase III subunit epsilon","7.002428324988957"
"tRNA-Asp","regression_type_positive_only","3","44","UND","adenylate kinase","5.208110389217237"
"tRNA-Asp","regression_type_positive_only","3","44","AGRS","patatin-like phospholipase family protein","3.303215655873808"
"tRNA-Asp","regression_type_positive_only","3","44","AQHM","transfer-messenger RNA","2.6779519261763567"
"tRNA-Asp","regression_type_positive_only","3","44","AEXC","metallophosphoesterase family protein","2.6458674783548393"
"tRNA-Asp","regression_type_positive_only","3","44","AMR","ASCH domain-containing protein","2.367847973249606"
"tRNA-Asp","regression_type_positive_only","3","44","AQM","ATP-grasp domain-containing protein","2.2419207078459986"
"tRNA-Asp","regression_type_positive_only","3","44","BBU","Bax inhibitor-1/YccA family protein","2.1496546870642117"
"tRNA-Cys","classification","1","42","AQGO","23S ribosomal RNA","19.635149419469162"
"tRNA-Cys","classification","1","42","ACQM","helix-turn-helix domain-containing protein","17.072490891133985"
"tRNA-Cys","classification","1","42","ONC","NAD-dependent DNA ligase LigA","7.066202135684515"
"tRNA-Cys","classification","1","42","TYL","YvrJ family protein","4.366147526671082"
"tRNA-Cys","classification","1","42","LWV","IS6-like element IS26 family transposase","4.298826656580819"
"tRNA-Cys","classification","1","42","JJD","GIY-YIG nuclease family protein","3.446692002264859"
"tRNA-Cys","classification","1","42","AOVA","type II toxin-antitoxin system RelE/ParE family toxin","2.2439303601103133"
"tRNA-Cys","classification","1","42","MMV","ISNCY family transposase","2.007154943978317"
"tRNA-Cys","classification","1","42","JTC","HD domain-containing protein","1.804764495261336"
"tRNA-Cys","classification","1","42","CGF","DEAD/DEAH box helicase","1.601983200795399"
"tRNA-Cys","classification","2","43","AQGN","16S ribosomal RNA","22.020463070482677"
"tRNA-Cys","classification","2","43","ACQM","helix-turn-helix domain-containing protein","17.434605326359176"
"tRNA-Cys","classification","2","43","AFWV","nicotinate phosphoribosyltransferase","7.348571033701773"
"tRNA-Cys","classification","2","43","LWV","IS6-like element IS26 family transposase","4.189945878515661"
"tRNA-Cys","classification","2","43","TYL","YvrJ family protein","3.9257277374242463"
"tRNA-Cys","classification","2","43","MXC","L,D-transpeptidase","3.8265655386712876"
"tRNA-Cys","classification","2","43","AIDF","plasmid replication protein, CyRepA1 family","3.689938236289394"
"tRNA-Cys","classification","2","43","AFB","AAA family ATPase","2.9762830088349967"
"tRNA-Cys","classification","2","43","ABXF","glutaredoxin family protein","2.6713331105528915"
"tRNA-Cys","classification","2","43","AAHG","excinuclease ABC subunit UvrC","2.3177544083321546"
"tRNA-Cys","classification","3","44","AQGP","5S ribosomal RNA","22.71965460035504"
"tRNA-Cys","classification","3","44","ACQM","helix-turn-helix domain-containing protein","16.788372356473968"
"tRNA-Cys","classification","3","44","JJD","GIY-YIG nuclease family protein","7.13588682798467"
"tRNA-Cys","classification","3","44","ABXF","glutaredoxin family protein","5.782866376421757"
"tRNA-Cys","classification","3","44","AKDY","recombinase family protein","3.5851665584286407"
"tRNA-Cys","classification","3","44","AOB","ATP-binding protein","3.1349957356512492"
"tRNA-Cys","classification","3","44","APRD","tyrosine-type recombinase/integrase","2.7172621285672127"
"tRNA-Cys","classification","3","44","AAHG","excinuclease ABC subunit UvrC","2.1751949060237035"
"tRNA-Cys","classification","3","44","YWN","cyanase","1.4483684052815815"
"tRNA-Cys","classification","3","44","BGH","C40 family peptidase","1.3850233573436863"
"tRNA-Cys","regression_type_positive_only","1","42","AFOI","multidrug efflux SMR transporter","8.898704608358566"
"tRNA-Cys","regression_type_positive_only","1","42","OQG","NADH:flavin oxidoreductase","6.964867916855697"
"tRNA-Cys","regression_type_positive_only","1","42","VHM","anaerobic ribonucleoside-triphosphate reductase-activating protein","5.264453490143531"
"tRNA-Cys","regression_type_positive_only","1","42","ABXE","glutaredoxin domain-containing protein","3.9853232972112536"
"tRNA-Cys","regression_type_positive_only","1","42","UDB","acetoacetate--CoA ligase","3.799772617507776"
"tRNA-Cys","regression_type_positive_only","1","42","JXN","HU family DNA-binding protein","2.4916759577733094"
"tRNA-Cys","regression_type_positive_only","1","42","CHV","DMT family transporter","2.2794093650810665"
"tRNA-Cys","regression_type_positive_only","1","42","VIB","ankyrin repeat domain-containing protein","1.7359501312997077"
"tRNA-Cys","regression_type_positive_only","1","42","UIS","acyl carrier protein","1.7123532827191232"
"tRNA-Cys","regression_type_positive_only","1","42","AOB","ATP-binding protein","1.7052346891768777"
"tRNA-Cys","regression_type_positive_only","2","43","DGD","DUF1566 domain-containing protein","9.699149278073216"
"tRNA-Cys","regression_type_positive_only","2","43","ADSR","isopenicillin N synthase family oxygenase","9.417748688660309"
"tRNA-Cys","regression_type_positive_only","2","43","OQG","NADH:flavin oxidoreductase","6.891655205086079"
"tRNA-Cys","regression_type_positive_only","2","43","MVD","KOW domain-containing RNA-binding protein","5.387974701978956"
"tRNA-Cys","regression_type_positive_only","2","43","SYX","WGxxGxxG family protein","5.022013607055309"
"tRNA-Cys","regression_type_positive_only","2","43","AFOI","multidrug efflux SMR transporter","3.6478438595950937"
"tRNA-Cys","regression_type_positive_only","2","43","AIKQ","porin","3.269155380575554"
"tRNA-Cys","regression_type_positive_only","2","43","INR","EAL and HDOD domain-containing protein","2.950409469584704"
"tRNA-Cys","regression_type_positive_only","2","43","STC","UvrB/UvrC motif-containing protein","2.740019359545514"
"tRNA-Cys","regression_type_positive_only","2","43","AOCI","trypsin-like serine protease","2.72562933906753"
"tRNA-Cys","regression_type_positive_only","3","44","AKHW","replication initiator protein RctB domain-containing protein","11.11658208581834"
"tRNA-Cys","regression_type_positive_only","3","44","AFOI","multidrug efflux SMR transporter","8.725503372351097"
