Genome_ID,Replicon_ID,Product,Product_norm,CCI_gene
GCF_000304415.1,NC_018701.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_000304415.1,NC_018701.1,sensory rhodopsin transducer,sensory rhodopsin transducer,0.75
GCF_000304415.1,NC_018701.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_000320385.2,NC_019849.2,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_000320385.2,NC_019849.2,sensory rhodopsin transducer,sensory rhodopsin transducer,1.125
GCF_000320385.2,NC_019849.2,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_000376545.2,NZ_CP015231.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.2928571428571427
GCF_000814225.1,NZ_CP010386.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_000826835.2,NZ_CP080276.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.75
GCF_001050915.2,NZ_CP021218.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.375
GCF_001050915.2,NZ_CP021218.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.113636363636364
GCF_001050915.2,NZ_CP021218.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.0210526315789474
GCF_001449005.1,NZ_CP013104.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.6363636363636362
GCF_001454985.1,NZ_CP013298.1,lipoprotein,lipoprotein,0.9285714285714286
GCF_001455145.1,NZ_CP013332.1,DUF4116 domain-containing protein,duf4116 domain-containing protein,0.5
GCF_001578125.1,NZ_CP012733.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_001578125.1,NZ_CP012736.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,1.4285714285714286
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.984375
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,4.250000000000001
GCF_001587135.1,NZ_CP012940.1,lipoprotein,lipoprotein,3.454545454545455
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.193548387096774
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.0
GCF_001587135.1,NZ_CP012940.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,5.571428571428572
GCF_001587135.1,NZ_CP012940.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,4.076335877862596
GCF_001587135.1,NZ_CP012940.1,lipoprotein,lipoprotein,4.965517241379311
GCF_001587135.1,NZ_CP012940.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,3.903930131004367
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.52
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.4029850746268657
GCF_001587135.1,NZ_CP012940.1,type III effector protein,type iii effector protein,3.6
GCF_001644805.2,NZ_CP172971.1,type III effector protein,type iii effector protein,3.504
GCF_001644805.2,NZ_CP172971.1,type III effector protein,type iii effector protein,3.386138613861386
GCF_001644805.2,NZ_CP172971.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,3.882352941176471
GCF_001644805.2,NZ_CP172971.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,4.117154811715482
GCF_001644805.2,NZ_CP172971.1,type III effector protein,type iii effector protein,3.090909090909091
GCF_001644805.2,NZ_CP172971.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,4.176470588235294
GCF_001644805.2,NZ_CP172971.1,type III effector protein,type iii effector protein,3.2
GCF_001644805.2,NZ_CP172971.1,type III effector protein,type iii effector protein,3.483870967741936
GCF_001888185.1,NZ_CP016365.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.0
GCF_001900675.1,NZ_CP010146.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_001908795.1,NZ_CP018464.1,lipoprotein,lipoprotein,0.0
GCF_001969345.1,NZ_CP019308.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,1.8
GCF_002164595.2,NZ_CP032875.1,DUF1382 family protein,duf1382 family protein,1.8333333333333333
GCF_002164635.4,NZ_CP022228.3,DUF1382 family protein,duf1382 family protein,1.8333333333333333
GCF_002164645.3,NZ_CP028585.2,DUF1382 family protein,duf1382 family protein,1.8333333333333333
GCF_002197025.1,NZ_CP021795.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197025.1,NZ_CP021795.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197025.1,NZ_CP021795.1,sensory rhodopsin transducer,sensory rhodopsin transducer,0.75
GCF_002197045.1,NZ_CP021810.1,sensory rhodopsin transducer,sensory rhodopsin transducer,0.75
GCF_002197045.1,NZ_CP021810.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197045.1,NZ_CP021810.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197085.1,NZ_CP021814.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197085.1,NZ_CP021814.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.125
GCF_002197085.1,NZ_CP021814.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197105.1,NZ_CP021828.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197105.1,NZ_CP021828.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197105.1,NZ_CP021828.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.125
GCF_002197125.1,NZ_CP021820.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.058823529411765
GCF_002197125.1,NZ_CP021820.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197125.1,NZ_CP021820.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197145.1,NZ_CP021806.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002197145.1,NZ_CP021806.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197145.1,NZ_CP021806.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.058823529411765
GCF_002197165.1,NZ_CP021831.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.125
GCF_002197165.1,NZ_CP021831.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_002197165.1,NZ_CP021831.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_002202195.1,NZ_CP021962.1,lipoprotein,lipoprotein,1.0
GCF_002381365.1,NZ_CP021048.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.25
GCF_002381385.1,NZ_CP021041.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.25
GCF_002407245.1,NZ_CP010682.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.75
GCF_002412025.1,NZ_CP010644.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.75
GCF_002412045.1,NZ_CP010768.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.6666666666666666
GCF_002848565.1,NZ_CP025467.1,lipoprotein,lipoprotein,1.0
GCF_002848565.1,NZ_CP025467.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_002860085.1,NZ_CP019054.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_002888685.1,NZ_CP010596.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002888715.1,NZ_CP010806.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.75
GCF_002891665.1,NZ_CP010697.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002891905.1,NZ_CP010657.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.6666666666666666
GCF_002891925.1,NZ_CP010717.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.6666666666666666
GCF_002891945.1,NZ_CP010736.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002891965.1,NZ_CP010630.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002891985.1,NZ_CP010624.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002892005.1,NZ_CP010669.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002892025.1,NZ_CP010612.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892045.1,NZ_CP010663.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892065.1,NZ_CP010706.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892085.1,NZ_CP010726.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892125.1,NZ_CP010751.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892145.1,NZ_CP010757.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892165.1,NZ_CP010742.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002892185.1,NZ_CP010651.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002892205.1,NZ_CP010618.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002892225.1,NZ_CP010600.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_002892245.1,NZ_CP010690.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.75
GCF_002892265.1,NZ_CP010746.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_002900365.1,NZ_CP025980.1,DUF4116 domain-containing protein,duf4116 domain-containing protein,2.625
GCF_002949345.1,NZ_CP026808.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_002949555.1,NZ_CP026816.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_002949615.1,NZ_CP026818.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_003031325.1,NZ_CP024877.1,lipoprotein,lipoprotein,3.0
GCF_003073335.1,NZ_CP028997.1,lipoprotein,lipoprotein,3.0
GCF_003112225.1,NZ_CP028125.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_003240565.2,NZ_CP117258.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.3273408239700375
GCF_003264955.1,NZ_CP030077.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_003325055.1,NZ_CP030187.1,crAss001_48 related protein,crass001_48 related protein,1.0
GCF_003325055.1,NZ_CP030188.1,DUF1382 family protein,duf1382 family protein,1.3333333333333333
GCF_003428425.1,NZ_CP031723.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_003432145.1,NZ_CP031791.1,lipoprotein,lipoprotein,3.0
GCF_003432165.1,NZ_CP031803.1,lipoprotein,lipoprotein,2.0
GCF_003433275.1,NZ_CP009051.1,DUF1382 family protein,duf1382 family protein,1.3333333333333333
GCF_003443555.1,NZ_CP031953.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.4000000000000004
GCF_003443575.1,NZ_CP031949.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,2.6666666666666665
GCF_003443595.1,NZ_CP031957.1,tryptophan-rich sensory protein,tryptophan-rich sensory protein,0.6666666666666666
GCF_003444755.1,NZ_CP019891.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_003571565.1,NZ_CP032183.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_003571565.1,NZ_CP032183.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_003571565.1,NZ_CP032183.1,lipoprotein,lipoprotein,2.0
GCF_003612915.1,NZ_CP031079.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",0.7272727272727273
GCF_003627755.1,NZ_CP032695.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.16
GCF_003627755.1,NZ_CP032695.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.0
GCF_003790525.1,NZ_CP033632.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.5869565217391304
GCF_003949725.2,NZ_CP039932.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_004324025.2,NZ_CP047533.1,lipoprotein,lipoprotein,0.8142857142857143
GCF_004337745.2,NZ_CP047538.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.3043478260869563
GCF_004337745.2,NZ_CP047538.1,lipoprotein,lipoprotein,0.5454545454545455
GCF_005222165.1,NZ_CP032328.1,lipoprotein,lipoprotein,0.9835057099762984
GCF_005234135.1,NZ_CP039965.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.2277804128644465
GCF_008065415.1,NZ_CP041929.1,lipoprotein,lipoprotein,2.0
GCF_008080655.1,NZ_CP040928.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_008693445.1,NZ_CP044046.1,lipoprotein,lipoprotein,2.0
GCF_008693865.1,NZ_CP044079.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.0
GCF_008727135.1,NZ_CP044141.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_008727535.1,NZ_CP044180.1,crAss001_48 related protein,crass001_48 related protein,1.0
GCF_008931445.1,NZ_CP042508.1,crAss001_48 related protein,crass001_48 related protein,1.0
GCF_008931525.1,NZ_CP042573.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_009363455.1,NZ_CP045356.1,lipoprotein,lipoprotein,1.3724137931034486
GCF_009650355.1,NZ_CP045054.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.4285714285714285
GCF_009650375.1,NZ_CP045058.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.4285714285714285
GCF_009664245.1,NZ_CP026527.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.8421052631578947
GCF_009664245.1,NZ_CP026527.1,sensory rhodopsin transducer,sensory rhodopsin transducer,0.75
GCF_009664245.1,NZ_CP026527.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_009676865.1,NZ_CP046066.1,lipoprotein,lipoprotein,1.3724137931034486
GCF_009708195.1,NZ_CP046163.1,lipoprotein,lipoprotein,1.3724137931034486
GCF_009728975.1,NZ_CP046273.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_009730455.1,NZ_CP046333.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.6487434800244447
GCF_009884415.1,NZ_CP045677.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.2608695652173913
GCF_009931175.1,NZ_CP030322.1,lipoprotein,lipoprotein,2.0
GCF_009949145.1,NZ_CP041417.1,lipoprotein,lipoprotein,0.755952380952381
GCF_010319625.1,NZ_AP019819.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_010319625.1,NZ_AP019819.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_011046245.1,NZ_CP049244.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.1142857142857143
GCF_011046895.1,NZ_CP049249.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.1333333333333335
GCF_011129215.1,NZ_CP040026.1,lipoprotein,lipoprotein,3.0
GCF_012029695.2,NZ_CP061391.1,lipoprotein,lipoprotein,2.5
GCF_012524235.2,NZ_CP053575.1,lipoprotein,lipoprotein,0.8666666666666667
GCF_012975085.1,NZ_CP044336.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_013146705.1,NZ_CP045273.1,lipoprotein,lipoprotein,1.001344537815126
GCF_013371725.1,NZ_CP055258.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_013426895.1,NZ_AP023176.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,2.170212765957447
GCF_013591455.1,NZ_CP055600.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,0.1904761904761904
GCF_013591455.1,NZ_CP055602.1,DUF1382 family protein,duf1382 family protein,4.0
GCF_013731155.1,NZ_CP056156.1,lipoprotein,lipoprotein,0.9025974025974026
GCF_013733095.1,NZ_CP056343.1,lipoprotein,lipoprotein,2.0
GCF_014170615.1,NZ_CP059910.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_014596895.2,NZ_CP115037.1,lipoprotein,lipoprotein,2.0
GCF_015136055.1,NZ_AP022453.1,lipoprotein,lipoprotein,2.0
GCF_015136055.1,NZ_AP022453.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_015219805.1,NZ_CP063217.1,lipoprotein,lipoprotein,3.0
GCF_015238655.1,NZ_CP050338.1,lipoprotein,lipoprotein,1.0
GCF_015238895.1,NZ_CP050344.1,lipoprotein,lipoprotein,1.0
GCF_015239135.1,NZ_CP050350.1,lipoprotein,lipoprotein,1.0
GCF_015239295.1,NZ_CP050356.1,lipoprotein,lipoprotein,1.0
GCF_015278095.1,NZ_CP063882.1,lipoprotein,lipoprotein,2.0
GCF_015355875.1,NZ_CP064259.1,lipoprotein,lipoprotein,2.0
GCF_015355895.1,NZ_CP064213.1,lipoprotein,lipoprotein,2.0
GCF_015571555.1,NZ_CP062816.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_015571615.1,NZ_CP062827.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_015571655.1,NZ_CP062839.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_015571775.1,NZ_CP062884.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_015992425.1,NZ_CP065450.1,lipoprotein,lipoprotein,3.0
GCF_016066025.1,NZ_CP065827.1,crAss001_48 related protein,crass001_48 related protein,1.8000000000000005
GCF_016406285.1,NZ_CP066358.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.7
GCF_016406285.1,NZ_CP066358.1,sensory rhodopsin transducer,sensory rhodopsin transducer,1.058823529411765
GCF_016406285.1,NZ_CP066358.1,sensory rhodopsin transducer,sensory rhodopsin transducer,2.7272727272727275
GCF_016446335.1,NZ_CP048823.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,1.0952380952380951
GCF_016839145.1,NZ_CP069303.1,lipoprotein,lipoprotein,1.3081481481481485
GCF_016839145.1,NZ_CP069303.1,lipoprotein,lipoprotein,1.2684126984126984
GCF_016864375.1,NZ_CP069356.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",0.7845507433742729
GCF_016903315.1,NZ_CP069885.1,DUF1382 family protein,duf1382 family protein,1.5
GCF_016939615.1,NZ_CP070546.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_017220215.1,NZ_CP071130.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",2.053639846743295
GCF_017310465.1,NZ_CP064109.1,crAss001_48 related protein,crass001_48 related protein,2.0
GCF_017310485.1,NZ_CP064116.1,class 1 integron integrase IntI1,class 1 integron integrase inti1,2.0
GCF_017488845.2,NZ_CP083371.1,"phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN","phosphonate metabolism protein/1,5-bisphosphokinase (prpp-forming) phnn",1.4395604395604398
GCF_017570645.1,NZ_CP069679.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_017638985.1,NZ_CP067237.1,DUF1382 family protein,duf1382 family protein,2.0
GCF_017726575.1,NZ_CP072306.1,crAss001_48 related protein,crass001_48 related protein,0.0
GCF_017948245.1,NZ_CP072868.1,lipoprotein,lipoprotein,0.65
GCF_018199995.1,NZ_CP073579.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,0.842911877394636
GCF_018408855.1,NZ_AP024327.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.1062143097077597
GCF_018454365.1,NZ_CP075317.1,lipoprotein,lipoprotein,2.0
GCF_018729255.1,NZ_CP076061.1,hemagglutinin repeat-containing protein,hemagglutinin repeat-containing protein,1.7805403070951065
