Kingdom,Phylum,Class,Order,Family,Genus,Total_Plasmids,replication_Replication_Initiator_prevalence_pct,replication_Maintenance_Partition_prevalence_pct,replication_DNA_repair_and_recombination_prevalence_pct,replication_Machinery_Elongation_prevalence_pct,transcription_Transcription_regulation_prevalence_pct,transcription_Initiation_and_promoter_recognition_prevalence_pct,transcription_Termination_and_anti_termination_prevalence_pct,transcription_Core_transcription_machinery_prevalence_pct,translation_tRNA_prevalence_pct,translation_Regulation_and_Control_prevalence_pct,translation_aaRS_prevalence_pct,translation_Ribosomal_RNA_prevalence_pct,translation_Ribosomal_proteins_prevalence_pct,translation_Ribosome_assembly_and_maturation_prevalence_pct
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,28,3.571428571428571,32.142857142857146,17.857142857142858,32.142857142857146,92.85714285714286,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,160,8.75,22.5,13.750000000000002,8.75,68.75,5.625,0.0,0.0,13.125,6.875000000000001,0.625,0.0,0.625,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,58,20.689655172413794,36.206896551724135,8.620689655172415,18.96551724137931,79.3103448275862,18.96551724137931,0.0,0.0,8.620689655172415,0.0,0.0,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,33,15.151515151515152,27.27272727272727,21.21212121212121,15.151515151515152,78.78787878787878,12.121212121212121,0.0,0.0,18.181818181818183,3.0303030303030303,0.0,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Nocardia,35,22.857142857142858,42.857142857142854,20.0,5.714285714285714,82.85714285714286,17.142857142857142,2.857142857142857,14.285714285714285,2.857142857142857,2.857142857142857,11.428571428571429,0.0,2.857142857142857,2.857142857142857
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,21,38.095238095238095,38.095238095238095,33.33333333333333,42.857142857142854,85.71428571428571,38.095238095238095,0.0,0.0,14.285714285714285,0.0,4.761904761904762,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcoides,11,0.0,45.45454545454545,36.36363636363637,63.63636363636363,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Rhodococcus,282,29.78723404255319,24.822695035460992,32.62411347517731,33.687943262411345,89.71631205673759,26.24113475177305,2.4822695035460995,0.0,6.382978723404255,1.773049645390071,3.1914893617021276,0.3546099290780142,0.7092198581560284,0.0
Unknown,Actinomycetota,Actinomycetes,Mycobacteriales,Tsukamurellaceae,Tsukamurella,28,3.571428571428571,7.142857142857142,57.14285714285714,14.285714285714285,96.42857142857143,46.42857142857143,14.285714285714285,7.142857142857142,46.42857142857143,57.14285714285714,53.57142857142857,7.142857142857142,35.714285714285715,10.714285714285714
Unknown,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,13,23.076923076923077,23.076923076923077,15.384615384615385,7.6923076923076925,84.61538461538461,23.076923076923077,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0
Unknown,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,18,27.77777777777778,44.44444444444444,38.88888888888889,33.33333333333333,88.88888888888889,27.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0
Unknown,Bacillota,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,17,17.647058823529413,11.76470588235294,23.52941176470588,35.294117647058826,52.94117647058824,23.52941176470588,0.0,0.0,23.52941176470588,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,15,93.33333333333333,0.0,26.666666666666668,40.0,73.33333333333333,13.333333333333334,0.0,0.0,13.333333333333334,13.333333333333334,0.0,6.666666666666667,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Anoxybacillaceae,Parageobacillus,15,66.66666666666666,0.0,13.333333333333334,40.0,86.66666666666667,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,1977,62.87303995953465,0.05058168942842691,46.63631765300961,37.93626707132019,65.55386949924127,12.038442083965604,6.929691451694486,0.20232675771370764,10.97622660596864,4.046535154274153,3.1360647445624683,1.9726858877086493,1.062215477996965,0.556398583712696
Unknown,Bacillota,Bacilli,Bacillales,Bacillaceae,Cytobacillus,13,46.15384615384615,0.0,84.61538461538461,92.3076923076923,92.3076923076923,69.23076923076923,7.6923076923076925,0.0,23.076923076923077,7.6923076923076925,15.384615384615385,0.0,7.6923076923076925,0.0
Unknown,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,26,46.15384615384615,0.0,34.61538461538461,38.46153846153847,46.15384615384615,23.076923076923077,3.8461538461538463,0.0,7.6923076923076925,0.0,3.8461538461538463,7.6923076923076925,3.8461538461538463,3.8461538461538463
Unknown,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,32,31.25,12.5,25.0,9.375,78.125,25.0,6.25,3.125,25.0,0.0,3.125,25.0,3.125,0.0
Unknown,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,457,78.33698030634574,0.437636761487965,31.50984682713348,1.312910284463895,84.24507658643327,22.975929978118163,5.25164113785558,0.437636761487965,32.38512035010941,2.62582056892779,4.157549234135667,18.161925601750546,2.1881838074398248,0.2188183807439825
Unknown,Bacillota,Bacilli,Bacillales,Caryophanaceae,Planococcus,35,65.71428571428571,0.0,20.0,11.428571428571429,60.0,8.571428571428571,2.857142857142857,0.0,8.571428571428571,0.0,5.714285714285714,2.857142857142857,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,139,17.26618705035971,0.0,0.7194244604316548,43.884892086330936,96.40287769784173,0.7194244604316548,0.7194244604316548,0.7194244604316548,0.7194244604316548,0.7194244604316548,1.4388489208633095,0.7194244604316548,0.7194244604316548,0.0
Unknown,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,23,47.82608695652174,0.0,26.08695652173913,30.434782608695656,65.21739130434783,13.043478260869565,13.043478260869565,0.0,13.043478260869565,8.695652173913043,8.695652173913043,8.695652173913043,4.3478260869565215,8.695652173913043
Unknown,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,116,42.241379310344826,2.586206896551724,37.93103448275862,29.310344827586203,75.0,25.862068965517242,6.0344827586206895,2.586206896551724,11.206896551724139,7.758620689655173,5.172413793103448,10.344827586206897,8.620689655172415,1.7241379310344827
Unknown,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcoides,54,66.66666666666666,0.0,3.7037037037037033,16.666666666666664,35.18518518518518,1.8518518518518516,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,1.8518518518518516,0.0
Unknown,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,54,77.77777777777779,0.0,3.7037037037037033,7.4074074074074066,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,65,93.84615384615384,0.0,6.153846153846154,6.153846153846154,20.0,1.5384615384615385,3.076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,2542,93.74508261211645,0.0,7.474429583005507,4.563335955940205,46.10542879622345,0.865460267505901,0.3147128245476003,0.03933910306845004,1.2195121951219512,0.4327301337529505,4.327301337529504,0.1966955153422502,0.5900865460267506,0.03933910306845004
Unknown,Bacillota,Bacilli,Bacillales,Unknown,Exiguobacterium,36,13.88888888888889,2.7777777777777777,16.666666666666664,2.7777777777777777,41.66666666666667,2.7777777777777777,0.0,0.0,8.333333333333332,0.0,2.7777777777777777,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,25,68.0,0.0,4.0,8.0,72.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,2261,85.5373728438744,2.6536930561698364,14.993365767359576,35.16143299425033,45.42237947810703,2.8748341441839895,6.5015479876160995,0.30959752321981426,2.2556390977443606,1.105705440070765,1.7691287041132244,0.08845643520566121,0.4422821760283061,0.26536930561698363
Unknown,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,44,72.72727272727273,0.0,4.545454545454546,11.363636363636363,34.090909090909086,0.0,2.272727272727273,0.0,11.363636363636363,6.8181818181818175,0.0,0.0,0.0,4.545454545454546
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,45,93.33333333333333,0.0,6.666666666666667,20.0,22.22222222222222,0.0,0.0,0.0,4.444444444444445,0.0,2.2222222222222223,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Fructilactobacillus,15,46.666666666666664,0.0,6.666666666666667,20.0,53.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,249,85.54216867469879,0.0,14.056224899598394,19.27710843373494,42.971887550200805,1.2048192771084338,21.285140562248998,10.843373493975903,1.2048192771084338,0.8032128514056224,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,1046,70.74569789674953,0.28680688336520077,2.581261950286807,47.22753346080306,50.382409177820264,0.5736137667304015,0.47801147227533464,0.47801147227533464,1.338432122370937,0.19120458891013384,0.19120458891013384,0.28680688336520077,1.4340344168260037,0.19120458891013384
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,144,73.61111111111111,0.0,12.5,33.33333333333333,44.44444444444444,1.3888888888888888,1.3888888888888888,0.0,7.638888888888889,0.0,0.6944444444444444,0.0,0.0,0.6944444444444444
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,90,91.11111111111111,0.0,1.1111111111111112,41.11111111111111,41.11111111111111,3.3333333333333335,1.1111111111111112,0.0,5.555555555555555,1.1111111111111112,1.1111111111111112,2.2222222222222223,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,39,82.05128205128204,0.0,7.6923076923076925,43.58974358974359,43.58974358974359,0.0,0.0,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,189,61.37566137566137,0.0,22.75132275132275,3.1746031746031744,61.37566137566137,0.0,0.0,0.0,1.0582010582010581,0.5291005291005291,0.0,1.0582010582010581,0.0,0.5291005291005291
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,172,66.86046511627907,0.0,4.651162790697675,26.16279069767442,51.162790697674424,0.0,1.744186046511628,0.5813953488372093,8.13953488372093,0.0,0.0,0.5813953488372093,0.5813953488372093,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,113,92.92035398230088,0.0,10.619469026548673,20.353982300884958,61.06194690265486,0.8849557522123894,23.893805309734514,0.0,9.734513274336283,7.079646017699115,0.0,0.0,33.6283185840708,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,85,67.05882352941175,0.0,3.5294117647058822,17.647058823529413,41.17647058823529,0.0,3.5294117647058822,0.0,5.88235294117647,1.1764705882352942,3.5294117647058822,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Liquorilactobacillus,12,83.33333333333334,0.0,0.0,33.33333333333333,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus,46,91.30434782608695,0.0,4.3478260869565215,28.26086956521739,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,172,88.95348837209302,0.0,5.232558139534884,33.13953488372093,51.74418604651163,0.5813953488372093,0.5813953488372093,3.488372093023256,0.5813953488372093,0.0,1.1627906976744187,0.0,3.488372093023256,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Secundilactobacillus,20,90.0,0.0,20.0,40.0,55.00000000000001,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,69,52.17391304347826,0.0,2.898550724637681,2.898550724637681,44.927536231884055,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,595,98.31932773109243,10.420168067226891,5.714285714285714,6.722689075630252,40.50420168067227,0.16806722689075632,0.16806722689075632,0.0,8.403361344537815,0.5042016806722689,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Pseudolactococcus,12,100.0,0.0,8.333333333333332,8.333333333333332,66.66666666666666,8.333333333333332,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0
Unknown,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,164,81.09756097560977,0.0,14.634146341463413,12.195121951219512,29.268292682926827,1.2195121951219512,1.2195121951219512,0.0,2.4390243902439024,3.048780487804878,0.6097560975609756,1.8292682926829267,1.2195121951219512,0.0
Unknown,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,567,42.68077601410935,11.816578483245149,27.336860670194003,22.39858906525573,62.08112874779541,30.158730158730158,2.6455026455026456,2.9982363315696645,6.525573192239858,2.9982363315696645,3.1746031746031744,0.1763668430335097,0.5291005291005291,0.0
Unknown,Bacillota,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,20,10.0,10.0,35.0,30.0,65.0,20.0,15.0,10.0,55.00000000000001,45.0,30.0,20.0,35.0,25.0
Unknown,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,132,25.757575757575758,2.272727272727273,18.939393939393938,36.36363636363637,59.09090909090909,40.909090909090914,25.757575757575758,10.606060606060606,23.484848484848484,18.181818181818183,12.878787878787879,18.181818181818183,9.848484848484848,0.0
Unknown,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,34,61.76470588235294,0.0,20.588235294117645,0.0,79.41176470588235,50.0,2.941176470588235,0.0,11.76470588235294,0.0,14.705882352941178,0.0,0.0,0.0
Unknown,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Terrisporobacter,12,8.333333333333332,0.0,8.333333333333332,8.333333333333332,83.33333333333334,0.0,0.0,0.0,66.66666666666666,66.66666666666666,0.0,0.0,0.0,0.0
Unknown,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,11,63.63636363636363,18.181818181818183,18.181818181818183,27.27272727272727,45.45454545454545,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,130,74.61538461538461,1.5384615384615385,13.846153846153847,14.615384615384617,35.38461538461539,1.5384615384615385,8.461538461538462,0.0,3.8461538461538463,1.5384615384615385,0.7692307692307693,0.0,0.7692307692307693,0.0
Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,26,76.92307692307693,7.6923076923076925,7.6923076923076925,15.384615384615385,34.61538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,19,73.68421052631578,5.263157894736842,21.052631578947366,21.052631578947366,26.31578947368421,15.789473684210526,5.263157894736842,5.263157894736842,15.789473684210526,15.789473684210526,15.789473684210526,15.789473684210526,15.789473684210526,5.263157894736842
Unknown,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,25,64.0,0.0,24.0,0.0,36.0,4.0,24.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
Unknown,Bacteroidota,Cytophagia,Cytophagales,Bernardetiaceae,Bernardetia,12,16.666666666666664,0.0,8.333333333333332,8.333333333333332,25.0,8.333333333333332,0.0,0.0,8.333333333333332,8.333333333333332,8.333333333333332,0.0,8.333333333333332,8.333333333333332
Unknown,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,24,91.66666666666666,4.166666666666666,8.333333333333332,0.0,66.66666666666666,37.5,4.166666666666666,0.0,16.666666666666664,4.166666666666666,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Chondrinema,28,57.14285714285714,0.0,14.285714285714285,7.142857142857142,92.85714285714286,71.42857142857143,3.571428571428571,0.0,3.571428571428571,7.142857142857142,3.571428571428571,0.0,3.571428571428571,3.571428571428571
Unknown,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,82,95.1219512195122,2.4390243902439024,19.51219512195122,12.195121951219512,70.73170731707317,29.268292682926827,0.0,0.0,2.4390243902439024,3.6585365853658534,0.0,3.6585365853658534,0.0,0.0
Unknown,Bacteroidota,Cytophagia,Cytophagales,Persicobacteraceae,Fulvitalea,14,100.0,14.285714285714285,28.57142857142857,0.0,71.42857142857143,42.857142857142854,0.0,0.0,14.285714285714285,14.285714285714285,7.142857142857142,7.142857142857142,0.0,7.142857142857142
Unknown,Bacteroidota,Cytophagia,Cytophagales,Persicobacteraceae,Persicobacter,12,100.0,58.333333333333336,16.666666666666664,8.333333333333332,91.66666666666666,33.33333333333333,0.0,0.0,16.666666666666664,16.666666666666664,8.333333333333332,8.333333333333332,0.0,8.333333333333332
Unknown,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Runella,14,92.85714285714286,0.0,21.428571428571427,0.0,57.14285714285714,14.285714285714285,0.0,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,13,0.0,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,19,57.89473684210527,5.263157894736842,5.263157894736842,31.57894736842105,10.526315789473683,5.263157894736842,5.263157894736842,5.263157894736842,10.526315789473683,5.263157894736842,5.263157894736842,10.526315789473683,5.263157894736842,5.263157894736842
Unknown,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,19,36.84210526315789,5.263157894736842,26.31578947368421,15.789473684210526,47.368421052631575,0.0,0.0,5.263157894736842,10.526315789473683,0.0,0.0,5.263157894736842,5.263157894736842,0.0
Unknown,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Empedobacter,12,100.0,0.0,0.0,0.0,41.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,14,57.14285714285714,0.0,0.0,0.0,42.857142857142854,0.0,0.0,0.0,0.0,28.57142857142857,28.57142857142857,0.0,28.57142857142857,0.0
Unknown,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter,19,84.21052631578947,78.94736842105263,47.368421052631575,68.42105263157895,73.68421052631578,0.0,0.0,0.0,10.526315789473683,10.526315789473683,0.0,5.263157894736842,0.0,0.0
Unknown,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,384,53.125,1.5625,1.8229166666666667,47.65625,55.989583333333336,2.083333333333333,0.26041666666666663,0.26041666666666663,0.26041666666666663,1.0416666666666665,0.78125,0.5208333333333333,0.5208333333333333,0.5208333333333333
Unknown,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,123,92.6829268292683,0.0,0.8130081300813009,6.504065040650407,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Chlamydiota,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,84,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Cyanobacteriota,Cyanophyceae,Acaryochloridales,Acaryochloridaceae,Acaryochloris,29,44.827586206896555,58.620689655172406,55.172413793103445,13.793103448275861,82.75862068965517,82.75862068965517,0.0,0.0,3.4482758620689653,0.0,13.793103448275861,0.0,0.0,10.344827586206897
Unknown,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Gloeothece,12,25.0,50.0,25.0,41.66666666666667,58.333333333333336,16.666666666666664,0.0,0.0,0.0,8.333333333333332,0.0,0.0,8.333333333333332,0.0
Unknown,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Cyanobacterium,17,23.52941176470588,5.88235294117647,23.52941176470588,17.647058823529413,11.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Geminocystis,16,50.0,18.75,18.75,12.5,31.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,Cyanobacteriota,Cyanophyceae,Chroococcales,Geminocystaceae,Picosynechococcus,24,16.666666666666664,45.83333333333333,12.5,0.0,41.66666666666667,8.333333333333332,8.333333333333332,0.0,16.666666666666664,4.166666666666666,0.0,0.0,0.0,0.0
Unknown,Cyanobacteriota,Cyanophyceae,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya,16,43.75,50.0,50.0,31.25,87.5,25.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,18.75
Unknown,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Anabaena,36,16.666666666666664,63.888888888888886,44.44444444444444,30.555555555555557,44.44444444444444,16.666666666666664,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,5.555555555555555
Unknown,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,142,39.436619718309856,53.52112676056338,33.80281690140845,32.3943661971831,61.267605633802816,28.87323943661972,1.4084507042253522,0.7042253521126761,8.450704225352112,7.042253521126761,0.7042253521126761,0.0,2.8169014084507045,2.8169014084507045
Unknown,Cyanobacteriota,Cyanophyceae,Nostocales,Tolypothrichaceae,Tolypothrix,35,22.857142857142858,74.28571428571429,14.285714285714285,11.428571428571429,40.0,11.428571428571429,0.0,0.0,8.571428571428571,8.571428571428571,0.0,0.0,11.428571428571429,0.0
