analysis,target,module,subcategory,feature_col,Code,included_in_target,removed_from_predictors,overlap_categories,exclusion_reason
cog_lkj,L,Replication,,1093,APB,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1094,APC,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1095,APD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1103,APL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1105,APN,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1107,APP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1108,APQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1112,APU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1121,AQD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1130,AQM,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1142,AQY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1143,AQZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1154,ARK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1158,ARO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1169,ARZ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1179,ASJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1200,ATE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1221,ATZ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1226,AUE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1241,AUT,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1251,AVD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1252,AVE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1260,AVM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1276,AWC,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1378,BAA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1379,BAB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1382,BAE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1384,BAG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1385,BAH,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1386,BAI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1397,BAT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1445,BCP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1456,BDA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1488,BEG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1510,BFC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1554,BGU,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1568,BHI,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1653,BKP,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1655,BKR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1716,BNA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1717,BNB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1718,BNC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1719,BND,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1724,BNI,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1726,BNK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1727,BNL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1730,BNO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1731,BNP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1733,BNR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1788,BPU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1854,BSI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1924,BVA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1957,BWH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1959,BWJ,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,1978,BXC,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2205,CFV,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2211,CGB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2212,CGC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2215,CGF,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2216,CGG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2217,CGH,True,True,"[""J"",""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2218,CGI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2219,CGJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2225,CGP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2226,CGQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2227,CGR,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2234,CGY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2235,CGZ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2241,CHF,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2258,CHW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2261,CHZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2263,CIB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2265,CID,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2266,CIE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2272,CIK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2274,CIM,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2277,CIP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2280,CIS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2286,CIY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2288,CJA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2289,CJB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2290,CJC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2293,CJF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2294,CJG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2296,CJI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2298,CJK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2299,CJL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2300,CJM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2301,CJN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2302,CJO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2303,CJP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2304,CJQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2305,CJR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2306,CJS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2307,CJT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2308,CJU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2311,CJX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2313,CJZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2317,CKD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2318,CKE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2319,CKF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2320,CKG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2321,CKH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2326,CKM,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2327,CKN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2328,CKO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2329,CKP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2331,CKR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2332,CKS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2333,CKT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2334,CKU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2336,CKW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2338,CKY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2344,CLE,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2347,CLH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2348,CLI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2349,CLJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2351,CLL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2352,CLM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2356,CLQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2357,CLR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2358,CLS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2359,CLT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2360,CLU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2361,CLV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2362,CLW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2363,CLX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2364,CLY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2365,CLZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2366,CMA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2367,CMB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2368,CMC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2369,CMD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2370,CME,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2372,CMG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2374,CMI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2377,CML,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2379,CMN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2381,CMP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2382,CMQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2383,CMR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2384,CMS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2386,CMU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2388,CMW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2389,CMX,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2390,CMY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2391,CMZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2393,CNB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2395,CND,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2398,CNG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2402,CNK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2404,CNM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2408,CNQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2409,CNR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2410,CNS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2412,CNU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2413,CNV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2414,CNW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2418,COA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2419,COB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2420,COC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2421,COD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2422,COE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2425,COH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2426,COI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2427,COJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2428,COK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2429,COL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2431,CON,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2432,COO,True,True,"[""J"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2433,COP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2439,COV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2442,COY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2443,COZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2445,CPB,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2446,CPC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2447,CPD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2448,CPE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2449,CPF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2450,CPG,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2451,CPH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2452,CPI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2454,CPK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2455,CPL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2456,CPM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2457,CPN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2458,CPO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2464,CPU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2477,CQH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2478,CQI,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2479,CQJ,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2480,CQK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2481,CQL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2485,CQP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2487,CQR,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2490,CQU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2491,CQV,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2515,CRT,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2551,CTD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2553,CTF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2555,CTH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2556,CTI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2581,CUH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2582,CUI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2584,CUK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2586,CUM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2587,CUN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2589,CUP,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2590,CUQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2592,CUS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2593,CUT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2654,CXC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2670,CXS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2671,CXT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2692,CYO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2758,DBC,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2764,DBI,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2869,DFJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2889,DGD,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2922,DHK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2985,DJV,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,2993,DKD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3014,DKY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3047,DMF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3106,DOM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3116,DOW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3124,DPE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3293,DVR,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3294,DVS,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3295,DVT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3349,DXV,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3360,DYG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3437,EBF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3438,EBG,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3458,ECA,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3494,EDK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3536,EFA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3556,EFU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3566,EGE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3637,EIX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3663,EJX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3758,ENO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3761,ENR,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3775,EOF,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3784,EOO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3883,ESJ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3938,EUM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3940,EUO,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,3945,EUT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4001,EWX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4049,EYT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4080,EZY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4095,FAN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4120,FBM,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4137,FCD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4141,FCH,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4160,FDA,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4219,FFH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4241,FGD,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4258,FGU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4260,FGW,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4261,FGX,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4262,FGY,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4277,FHN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4341,FJZ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4346,FKE,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4349,FKH,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4362,FKU,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4379,FLL,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4381,FLN,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4384,FLQ,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4402,FMI,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4404,FMK,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4413,FMT,True,True,"[""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4416,FMW,True,True,"[""K"",""L""]",target code excluded from predictors
cog_lkj,L,Replication,,4448,FOC,True,True,"[""K"",""L""]",target code excluded from predictors
