seq_id	plasflow_class	source_file
NZ_AGTD01000005.1|NZ_AGTD01000005|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017386.1|NC_017386|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017139.1|NC_017139|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017496.1|NC_017496|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016113.1|NC_016113|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017585.1|NC_017585|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP019188.1|NZ_CP019188|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017653.1|NC_017653|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011014.1|NZ_CP011014|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017805.1|NC_017805|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017590.1|NC_017590|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017966.1|NC_017966|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017958.1|NC_017958|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017959.1|NC_017959|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP013071.1|NZ_CP013071|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009570.2|NZ_CP009570|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_014310.1|NC_014310|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016585.1|NC_016585|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016586.1|NC_016586|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016623.1|NC_016623|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016587.1|NC_016587|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_016624.1|NC_016624|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017069.1|NC_017069|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018502.1|NC_018502|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018509.1|NC_018509|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018651.1|NC_018651|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018683.1|NC_018683|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018701.1|NC_018701|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_018878.1|NC_018878|10	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_017943.1|NC_017943|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_019388.1|NC_019388|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_019677.1|NC_019677|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_019848.2|NC_019848|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_019849.2|NC_019849|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_019972.1|NC_019972|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP032530.1|NZ_CP032530|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP032534.1|NZ_CP032534|8	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP032535.1|NZ_CP032535|9	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_020527.1|NC_020527|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_020560.1|NC_020560|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP015231.1|NZ_CP015231|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_021496.1|NC_021496|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_021742.1|NC_021742|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_022001.1|NC_022001|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_022042.1|NC_022042|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP047266.1|NZ_CP047266|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP159361.1|NZ_CP159361|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_022874.1|NC_022874|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_022877.1|NC_022877|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_022882.1|NC_022882|7	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_023031.1|NC_023031|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NC_023138.1|NC_023138|8	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP165783.1|NZ_CP165783|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP012748.1|NZ_CP012748|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007130.1|NZ_CP007130|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP172583.1|NZ_CP172583|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007453.1|NZ_CP007453|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP097801.1|NZ_CP097801|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP050999.1|NZ_CP050999|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007794.1|NZ_CP007794|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007795.1|NZ_CP007795|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007797.1|NZ_CP007797|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007798.1|NZ_CP007798|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_AP017978.1|NZ_AP017978|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP004860.1|NZ_CP004860|7	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP015881.1|NZ_CP015881|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP015882.1|NZ_CP015882|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP013052.1|NZ_CP013052|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP004877.1|NZ_CP004877|10	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_HG917973.1|NZ_HG917973|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_HG938356.1|NZ_HG938356|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_HG938354.1|NZ_HG938354|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011075.1|NZ_CP011075|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011076.1|NZ_CP011076|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP013125.1|NZ_CP013125|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011054.1|NZ_CP011054|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007624.1|NZ_CP007624|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009073.1|NZ_CP009073|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009145.1|NZ_CP009145|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009146.1|NZ_CP009146|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007616.1|NZ_CP007616|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007647.1|NZ_CP007647|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007648.1|NZ_CP007648|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP008931.1|NZ_CP008931|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP053445.1|NZ_CP053445|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009619.1|NZ_CP009619|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP034650.1|NZ_CP034650|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009861.1|NZ_CP009861|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010090.1|NZ_CP010090|11	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP012169.1|NZ_CP012169|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP014328.1|NZ_CP014328|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010386.1|NZ_CP010386|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010398.1|NZ_CP010398|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010410.1|NZ_CP010410|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP006880.1|NZ_CP006880|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP080276.1|NZ_CP080276|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_AP014580.1|NZ_AP014580|5	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_AP012556.1|NZ_AP012556|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009168.1|NZ_CP009168|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP007513.1|NZ_CP007513|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009636.1|NZ_CP009636|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009649.1|NZ_CP009649|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009921.1|NZ_CP009921|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009347.1|NZ_CP009347|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010015.1|NZ_CP010015|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP009629.1|NZ_CP009629|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010016.1|NZ_CP010016|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011111.1|NZ_CP011111|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011520.2|NZ_CP011520|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP014707.1|NZ_CP014707|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011430.1|NZ_CP011430|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011478.1|NZ_CP011478|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP145111.1|NZ_CP145111|5	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011350.1|NZ_CP011350|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011616.1|NZ_CP011616|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011655.1|NZ_CP011655|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011594.1|NZ_CP011594|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010780.1|NZ_CP010780|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011808.2|NZ_CP011808|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP010587.1|NZ_CP010587|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP021217.1|NZ_CP021217|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP021218.1|NZ_CP021218|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_LN868939.1|NZ_LN868939|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP011949.1|NZ_CP011949|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_001_plasflow.tsv
NZ_CP012254.1|NZ_CP012254|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012477.1|NZ_CP012477|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012688.1|NZ_CP012688|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012653.1|NZ_CP012653|8	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012645.1|NZ_CP012645|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012915.1|NZ_CP012915|2	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012916.1|NZ_CP012916|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012917.1|NZ_CP012917|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012919.1|NZ_CP012919|6	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012909.1|NZ_CP012909|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP010825.1|NZ_CP010825|4	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP007214.1|NZ_CP007214|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013030.1|NZ_CP013030|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP006375.1|NZ_CP006375|9	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP012031.1|NZ_CP012031|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013104.1|NZ_CP013104|3	plasmid	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013298.1|NZ_CP013298|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013332.1|NZ_CP013332|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013294.1|NZ_CP013294|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_LN868944.1|NZ_LN868944|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_LN868945.1|NZ_LN868945|3	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_LN868946.1|NZ_LN868946|4	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013255.1|NZ_CP013255|2	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_CP013256.1|NZ_CP013256|3	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_LN831305.1|NZ_LN831305|4	unclassified	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
NZ_LN879503.1|NZ_LN879503|2	chromosome	trna_plasmid_records_filtered_1000bp_singleline.part_002_plasflow.tsv
